Inv_NUM,Country,Date,Denomination,Type,grading_serv,MINTAGE,SERIAL_NUM,Grade,INFO_KM,Price,Metal Compositiom,Status,DateEntered,catagory
8674,US,1917 TY 1,25›,STANDING Liberty,,,,AU,,$180.00,,Available,1307,
8724,US,1820,1›,Large Cent,,,,Good,,$22.00,,Available,1308,
8730,US,1869,1›,Indian Cent,,,,Good,,$39.00,,Available,1308,
8736,US,1901,1›,Indian Cent,,,,AU,,$20.00,,Available,1308,
8738,US,1901,1›,Indian Cent,,,,AU,,$20.00,,Available,1308,
8745,US,1858LL,1›,Flying Eagle,,,,Fine,,$41.00,,Available,1309,
8750,US,1909,1›,Indian Cent,,,,VF,,$20.00,,Available,1309,
8753,US,1915-S,50›,Barber,,,,VG,,$22.00,,Available,1309,
8757,US,1955,50›,Franklin,,,,PROOF,,$55.00,,Available,1309,
8760,US,1876,1›,Indian Cent,,,,Good,,$30.00,,Available,1309,
8767,RUSSIA,1911,1/2 KOPEK,KOPEK,,,,AU,48.1,$20.00,,Available,1309,
8771,PRUSSIA,1901,2 Marks,MARKS,,,,AU,,$28.00,,Available,1309,
8773,MEXICO,1938,10 Centavos,Centavos,,,,Unc,,$70.00,,Available,1309,
8777,US,1936-S,5›,Buffalo,,,,Unc,,$31.00,,Available,1309,
8780,US,1919-D,5›,Buffalo,,,,Fine,,$75.00,,Available,1309,
8781,US,1921-S,5›,Buffalo,,,,Good,,$65.00,,Available,1309,
8782,US,1917-S,5›,Buffalo,,,,VG,,$42.00,,Available,1309,
8793,US,1915-S,50›,Barber,,,,Fine,,$35.00,,Available,1309,
13478,US,1840,1›,Braided Hair,,,,VG+,,$30.00,,Available,2307,
8797,US,1874,5›,SHIELD,,,,VG,,$45.00,,Available,1309,
8799,US,1935,5›,Buffalo,,,,Unc,,$22.00,,Available,1309,
8812,US,1922-D,1›,Lincoln,,,,Fine,,$23.00,,Available,1309,
8814,US,1917-S,5›,Buffalo,,,,Fine,,$80.00,,Available,1309,
8815,US,1918-D,5›,Buffalo,,,,VG,,$40.00,,Available,1309,
8822,US,1914-S,5›,Buffalo,,,,Good,,$24.00,,Available,1309,
8823,US,1909,1›,Indian Cent,,,,VF,,$20.00,,Available,1309,
8826,US,1936-S,50›,Walking Liberty,,,,XF,,$29.00,,Available,1309,
8827,US,1891,5›,Liberty,,,,Fine,,$25.00,,Available,1309,
8828,US,1913-D TY 1,5›,Buffalo,,,,VF,,$27.00,,Available,1309,
13777,US,1878-S,$1,Morgan,,,,MS-63,,$132.00,,Available,2403,
13778,US,1885,$1,Morgan,,,,MS-65,,$187.00,,Safe,2403,
13779,US,1889,$1,Morgan,,,,MS-63,,$78.00,,Available,2403,
13780,US,1948-D,50›,Franklin Half,,,,MS-64,,$31.00,,Available,2304,
13782,US,1921-S,1›,Lincol,,,,XF,,$33.00,,Available,2403,
13784,US,1909-S,1›,Lincoln,,,,VG,,$72.00,,Available,2404,
13786,US,1911-S,1›,Lincoln,,,,VG,,$30.00,,Available,2404,
13787,US,1913-S,1›,Lincoln,,,,VF,,$22.00,,Available,2404,
13788,US,1914-D,1›,Lincoln,,,,Fine,,$235.00,,Available,2404,
13789,US,1922-D,1›,Lincoln,,,,XF,,$40.00,,Available,2404,
13790,US,1922-D,1›,Lincoln,,,,XF,,$40.00,,Available,2404,
13791,US,1924-D,1›,Lincoln,,,,XF,,$93.00,,Available,2404,
13792,US,1931-S,1›,Lincoln,,,,AU,,$99.00,,Available,2404,
13793,US,1914-S,1›,Lincoln,,,,VF,,$25.00,,Available,2404,
13794,US,1912-S,1›,Lincoln,,,,Fine,,$19.00,,Available,2404,
13795,US,1915-S,1›,Lincoln,,,,VG,,$15.00,,Available,2404,
8905,US,1912-S,1›,Lincoln,,,,VF,,$41.00,,Available,1310,
8915,US,1917-D,5›,Buffalo,,,,VG,,$30.00,,Available,1310,
8919,US,1919-S,5›,Buffalo,,,,VF,,$100.00,,Available,1310,
8921,US,1915-S,50›,Barber,,,,VG,,$22.00,,Available,1310,
8923,US,1912-D,50›,Barber,,,,VG,,$22.00,,Available,1310,
8924,US,1912-S,50›,Barber,,,,VG,,$22.00,,Available,1310,
8926,US,1900,1›,Indian Cent,,,,AU,,$20.00,,Available,1310,
8932,US,1915-D,50›,Barber,,,,VG,,$22.00,,Available,1310,
8938,US,1915-S,5›,Buffalo,,,,Good,,$45.00,,Available,1310,
8940,US,1857,1›,Flying Eagle,,,,Fine,,$50.00,,Available,1310,
8941,US,1913-D TY 2,5›,Buffalo,,,,VG,,$150.00,,Available,1310,
8946,US,1867,5›,SHIELD,,,,VG,,$25.00,,Available,1310,
8949,US,1917-D,5›,Buffalo,,,,Good,,$20.00,,Available,1310,
8951,US,1913-S TY 1,5›,Buffalo,,,,Good,,$25.00,,Available,1310,
8959,US,1921-S,5›,Buffalo,,,,VG,,$93.00,,Available,1310,
8963,US,1917-S TY 2,25›,STANDING Liberty,,,,XF,,$180.00,,Available,1310,
8998,US,1866,5›,SHIELD,,,,VF clip,,$150.00,,Available,1312,
9003,US,1962,50›,Franklin,,,,MS-66 ULTRA CAMEO,,$175.00,,Available,1312,
9005,US,1921-S,5›,Buffalo,,,,Good,,$55.00,,Available,1312,
9007,US,1919D,5›,Buffalo,,,,VG,,$32.00,,Available,1312,
9008,US,1866 RAYS,5›,SHIELD,,,,VG,,$40.00,,Available,1312,
9009,US,1913-S  TY1,5›,Buffalo,,,,VG,,$50.00,,Available,1312,
9038,US,1945-S,10›,Mercury,,,,MS-65,,$23.00,,Available,1312,
9047,US,1942/1,10›,Mercury,,,,VF,,$550.00,,Available,1312,
9066,US,1916,10›,Mercury,,,,AU,,$20.00,,Available,1312,
9069,US,1921,10›,Mercury,,,,Fine,,$99.00,,Available,1312,
9080,US,1905-S,25›,Barber,,,,VG+,,$45.00,,Available,1312,
9102,US,1916-S,1›,Lincoln,,,,XF,,$26.00,,Available,1312,
9108,US,1907,1›,Indian Cent,,,,AU,,$20.00,,Available,1312,
9111,US,1998-S,50›,Kennedy,,,,matte proof,,$175.00,,Available,1312,
9121,US,1943,50›,Walking Liberty,,,,MS 63,FF,$20.00,,Available,1312,
9129,US,1930,5›,Buffalo,,,,AU,FF,$20.00,,Available,1312,
9130,US,1929-S,5›,Buffalo,,,,AU,FF,$24.00,,Available,1312,
9136,US,1924-S,5›,Buffalo,,,,Fine,FF,$84.00,,Available,1312,
9141,US,1921-S,5›,Buffalo,,,,Good,,$60.00,,Available,1312,
9142,US,1921,5›,Buffalo,,,,XF,FF,$47.00,,Available,1312,
9143,US,1920-S,5›,Buffalo,,,,Fine,FF,$27.00,,Available,1312,
9146,US,1918,5›,Buffalo,,,,AU,FF,$44.00,,Available,1312,
9147,US,1917-S,5›,Buffalo,,,,Good,FF,$20.00,,Available,1312,
9148,US,1917-D,5›,Buffalo,,,,VG,,$28.00,,Available,1312,
9149,US,1917,5›,Buffalo,,,,AU,FF,$28.00,,Available,1312,
9150,US,1916-S,5›,Buffalo,,,,Fine,FF,$20.00,,Available,1312,
9151,US,1916-D,5›,Buffalo,,,,VF/XF,FF,$35.00,,Available,1312,
13479,US,1850,1›,Braided Hair,,,,XF,,$50.00,,Available,2307,
9153,US,1915-D,5›,Buffalo,,,,Fine,FF,$58.00,,Available,1312,
9176,US,1921,$1,PEACE,,,,AU cleaned,,$120.00,,Available,1312,
9188,US,1900-O,50›,Barber,,,,VG,,$22.00,,Available,1312,
9189,US,1909-S,50›,Barber,,,,VG,,$22.00,,Available,1312,
9190,US,1907-D,50›,Barber,,,,VG,,$22.00,,Available,1312,
9201,US,1873,1›,Indian Cent,,,,Good,,$20.00,,Available,1312,
9221,US,1920,25›,STANDING,,,,Fine,,$22.00,,Available,1312,
9225,US,1917 TY1,25›,STANDING,,,,AU cleaned,,$135.00,,Available,1312,
9228,US,1917-S TY 1,25›,STANDING,,,,XF,,$205.00,,Available,1312,
9229,US,1913-D TY 2,5›,Buffalo,,,,VG,,$135.00,,Available,1312,
9232,US,1930-S,5›,Buffalo,,,,AU,FF,$33.00,,Available,1312,
9238,US,1867,5›,SHIELD,,,,FINE corroded,,$40.00,,Available,1312,
9242,US,1891,25›,Liberty Seated,,,,VF cleaned,,$33.00,,Available,1312,
9244,US,1939-D REV 40,5›,JEFFERSON,,,,MS 65,,$70.00,,Available,1312,
9245,US,1866 WR,5›,SHIELD,,,,Good,,$20.00,,Available,1312,
9258,US,1895,5›,Liberty,,,,Fine,,$22.00,,Available,1401,
9259,US,1890,5›,Liberty,,,,VF,,$36.00,,Available,1401,
9268,US,1863,1›,Indian Cent,,,,VF+ corrosion,,$30.00,,Available,1401,
9270,US,1905,5›,Liberty,,,,AU,,$62.00,,Available,1401,
9275,US,1951-S,25›,Washington,,,,MS 63,,$25.00,,Available,1401,
9277,US,1913-D TY 1,5›,Buffalo,,,,VG,,$22.00,,Available,1401,
9293,US,1894-O,$1,Morgan Dollar,,,,AU,,$260.00,,Available,1402,
9295,US,1916-S,50›,Walking Liberty,,,,Very Fine,,$410.00,,Available,1402,
9296,US,1949,10›,Roosevelt,,,,Unc,,$30.00,,Available,1402,
9297,US,1943-D,50›,Walking Liberty,,,,AU-58,,$40.00,,Available,1402,
9301,US,1875,25›,Liberty Seated,,,,VG,,$30.00,,Available,1402,
9312,US,1915-S,25›,Barber,,,,Fine,,$60.00,,Available,1402,
9313,US,1932-S,25›,Washington,,,,VG,,$130.00,,Available,1402,
9315,US,1887,5›,Liberty,,,,VF,,$40.00,,Available,1402,
9316,US,1914,5›,Buffalo,,,,VG,,$22.00,,Available,1402,
9317,US,1915-S,5›,Buffalo,,,,VG,,$66.00,,Available,1402,
9319,US,1949-S,50›,Franklin,,,,AU,,$36.00,,Available,1402,
9351,US,1915-S,5›,Buffalo,,,,Fine,,$105.00,,Available,1402,
9354,US,1912-S,1›,Lincoln,,,,VF,,$40.00,,Available,1402,
9355,US,1912-Dd,50›,Barber,,,,Fine,,$44.00,,Available,1403,
9356,US,1912-D,50›,Barber,,,,VG,,$22.00,,Available,1403,
9359,US,1858 SL,1›,Flying Eagle,,,,Good,,$24.00,,Available,1403,
9360,US,1915-S,50›,Barber,,,,VG,,$22.00,,Available,1403,
9372,US,1933-S,50›,Walking Liberty,,,,VF,,$22.00,,Available,1403,
9381,US,1983,25›,Washington,,,,MS-64,,$30.00,,Available,1403,
9382,US,1942-S,25›,Washington,,,,AU,,$21.00,,Available,1403,
9390,US,1917-S REV,50›,Walking Liberty,,,,Fine,,$20.00,,Available,1403,
9413,US,1916-S,5›,Buffalo,,,,Fine,,$30.00,,Available,1403,
13817,US,1858 LL,1›,Flying Eagle,,,,Fine,,$40.00,,Available,2404,
13818,US,1858,3›,3› Silver,,,,VF,,$75.00,,Available,2205,
13819,US,1911-D,1›,Lincoln,,,,VG,,$6.00,,Available,2301,
13820,US,1912-D,1›,Lincoln,,,,XF,,$66.00,,Available,2301,
13821,US,1913-D,1›,Lincoln,,,,VG,,$3.00,,Available,2301,
13822,US,1914-S,1›,Lincoln,,,,Fine,,$20.00,,Available,2301,
13823,US,1918,1›,Lincoln,,,,XF,,$3.00,,Available,2301,
13824,US,1918-S,1›,Lincoln,,,,XF,,$9.00,,Available,2301,
13825,US,1919,1›,Lincoln,,,,XF+,,$3.00,,Available,2301,
13826,US,1919-S,1›,Lincoln,,,,VF,,$2.50,,Available,2301,
13827,US,1920,1›,Lincoln,,,,AU,,$7.00,,Available,2301,
13828,US,1927,1›,Lincoln,,,,Unc,,$7.00,,Available,2301,
13829,US,1929,1›,Lincoln,,,,AU,,$5.00,,Available,2301,
13830,US,1930-S,1›,Lincoln,,,,AU,,$6.00,,Available,2301,
13831,US,1931,1›,Lincoln,,,,XF,,$3.50,,Available,2301,
13832,US,1918-S,1›,Lincoln,,,,XF,,$9.00,,Available,2301,
13833,US,1934,1›,Lincoln,,,,Unc,,$5.00,,Available,2301,
13834,US,1838,5›,Half Dime,,,,VG,,$10.00,,Available,2301,
13837,US,1854 Arrows,5›,Half Dime,,,,VF,,$10.00,,Available,2301,
9466,US,1882,5›,Liberty,,,,AU,,$104.00,,Available,1403,
9470,US,1858 SL,1›,Flying Eagle,,,,Fine,,$41.00,,Available,1403,
9471,US,1859,1›,Indian Cent,,,,Fine,,$22.00,,Available,1403,
9485,US,1932-D,25›,Washington,,,,AG,,$60.00,,Available,1403,
9486,US,1912-D,10›,Barber,,,,XF,,$24.00,,Available,1403,
9497,US,1806,50›,Bust,,,,Fine,,$330.00,,Available,1403,
9500,US,1911-S,50›,Barber,,,,VG,,$22.00,,Available,1403,
9510,US,1946,50›,Walking Liberty,,,,MS-63,,$55.00,,Available,1403,
9520,US,1916,10›,Barber,,,,AU cleaned,,$30.00,,Available,1403,
9525,BRITISH NORTH BORNEO,1889,1›,Cent,,,,XF,KM2,$55.00,,Available,1403,
9526,LIVERPOOL,1791,1/2›,TOKEN,,,,VF,,$50.00,,Available,1403,
9527,PERU,1917,1/5,SOL,,,,XF,KM 205.2,$70.00,,Available,1403,
9529,CANADA,1909,10›,Dime,,,,Fine,KM# 10,$20.00,,Available,1403,
9533,CANADA,1935,25›,QUARTER,,,,VF,KM# 249,$35.00,,Available,1403,
9535,CANADA,1903,25›,QUARTER,,,,VG,KM# 11,$20.00,,Available,1403,
9543,MEXICO -SN-H,1904,20 Centavos,Centavos,,,,AU,KM 405.3,$85.00,,Available,1403,
9547,MEXICO,1920,20 Centavos,Centavos,,,,AU,KM 438,$90.00,,Available,1403,
9548,CANADA,1901,1›,Cent,,,,AU,,$25.00,,Available,1403,
9552,CANADA,1916,1›,Cent,,,,MS-63,,$60.00,,Available,1403,
9555,CANADA,1902,1›,Cent,,,,Unc,,$27.00,,Available,1403,
9556,GREAT BRITAIN,1853 raised initials,1 Farthing,Farthing,,,,XF,,$40.00,,Available,1403,
9558,GREAT BRITAIN,1825,1 Farthing,Farthing,,,,AU,KM 677,$120.00,,Available,1403,
9559,CANADA,1900H,1›,Cent,,,,AU oval oo,,$45.00,,Available,1403,
9560,FRANCE,1899,10 Centimes,CentIMES,,,,Unc,,$22.00,,Available,1403,
9561,GREAT BRITAIN,1903,1/2›,PENNY,,,,Unc,,$60.00,,Available,1403,
9562,CANADA,1925,1›,Cent,,,,XF,,$50.00,,Available,1403,
9565,GERMANY-DANZIG,1932,10 Pfenning,PFENNING,,,,XF,,$25.00,,Available,1403,
9567,AUSTRA;IA,1924 M,6 Pence,PENCE,,,,VF cleaned,KM 25,$20.00,,Available,1403,
9569,ITALY,1936,5 Centisimi,Centesimi,,,,XF,KM 73,$20.00,,Available,1403,
9573,NOVA SCOTIA,1861,1/2›,Cent,,,,AU,,$45.00,,Available,1403,
9574,AUSTRALIA,1921,1 Penny,PENNY,,,,XF/AU,,$40.00,,Available,1403,
9576,ITALY,1924 R closed 2,1 Lira,LIRE,,,,AU,KM 62,$80.00,,Available,1403,
9580,CANADA,1912,1›,Cent,,,,Unc,,$30.00,,Available,1403,
9581,CANADA,1915,1›,Cent,,,,Unc,,$35.00,,Available,1403,
9584,CANADA,1920,5›,Cents,,,,Unc,,$30.00,,Available,1403,
9586,BRAZIL,1888,500,REIS,,,,Unc,KM,$42.00,,Available,1403,
9588,GREAT BRITAIN,1870,3 Pence,PENCE,,,,AU,,$70.00,,Available,1403,
9591,ITALY,1916 R,2 Lira,LIRE,,,,XF,,$35.00,,Available,1403,
9593,MEXICO,1949,1 Onza,ONZA,,,,BU,KM - M49a,$60.00,,Available,1403,
9598,ITALY,1909 R,1 Lira,LIRE,,,,Unc,KM 45,$575.00,,Available,1403,
9599,GREAT BRITAIN,1799,1/2›,PENNY,,,,XF,KM 647,$80.00,,Available,1403,
9601,PHILLIPINES,1918-S,20 Centavos,Centavos,,,,AU,,$20.00,,Available,1403,
9606,FRENCH INDO CHINA,1893,1›,Cent,,,,XF+,KM 1,$65.00,,Available,1403,
9612,US,1849,1›,Large Cent,,,,XF,,$60.00,,Available,1404,
9621,US,1822,1›,Large Cent,,,,Fine,,$55.00,,Available,1404,
9634,US,1835,1›,Large Cent,,,,Good,,$20.00,,Available,1404,
9642,US,1918-S,5›,Buffalo,,,,VG,,$26.00,,Available,1404,
9651,US,1915-S,50›,Barber,,,,VG,,$25.00,,Available,1404,
9673,US,1917-S OBV,50›,Walking Liberty,,,,FINE cleaned,,$90.00,,Available,1404,
9679,US,1917,5›,Buffalo,,,,Unc,,$52.00,,Available,1405,
9681,US,1916,5›,Buffalo,,,,AU,,$21.00,,Available,1405,
9682,US,1937-S,5›,Buffalo,,,,MS-63,,$40.00,,Available,1405,
9683,US,1929-S,5›,Buffalo,,,,AU,,$25.00,,Available,1405,
9684,US,1907,5›,Liberty,,,,XF,,$30.00,,Available,1405,
9685,US,1908,5›,Liberty,,,,AU,,$66.00,,Available,1405,
9686,US,1956,50›,Franklin,,,,MS-63,,$20.00,,Available,1405,
9687,US,1919,5›,Buffalo,,,,AU-58,,$35.00,,Available,1405,
9688,US,1919,5›,Buffalo,,,,Unc,,$52.00,,Available,1405,
9689,US,1916-D,5›,Buffalo,,,,XF,,$79.00,,Available,1405,
9691,US,1914-S,5›,Buffalo,,,,VF,,$55.00,,Available,1405,
9692,US,1914-S,5›,Buffalo,,,,XF,,$90.00,,Available,1405,
9693,US,1920,5›,Buffalo,,,,MS-63,,$115.00,,Available,1405,
9694,US,1919,5›,Buffalo,,,,MS-63,,$115.00,,Available,1405,
9695,US,1919,5›,Buffalo,,,,MS-63,,$115.00,,Available,1405,
9697,US,1916-S,5›,Buffalo,,,,VF+,,$33.00,,Available,1405,
9699,US,1913-D TY 2,5›,Buffalo,,,,XF,,$210.00,,Available,1405,
9704,US,1919,5›,Buffalo,,,,AU,,$27.00,,Available,1405,
9710,US,1917-S,5›,Buffalo,,,,Fine,,$79.00,,Available,1405,
9712,US,1916-D,5›,Buffalo,,,,XF,,$79.00,,Available,1405,
9713,US,1917,5›,Buffalo,,,,AU,,$28.00,,Available,1405,
9716,US,1918-D,5›,Buffalo,,,,Fine,,$60.00,,Available,1405,
9718,US,1916-S,5›,Buffalo,,,,XF,,$70.00,,Available,1405,
9719,US,1913-S TY 1,5›,Buffalo,,,,Fine,,$47.00,,Available,1405,
9720,US,1916,5›,Buffalo,,,,AU,,$21.00,,Available,1405,
9723,US,1918,5›,Buffalo,,,,XF,,$27.00,,Available,1405,
9724,US,1913 TY 2,5›,Buffalo,,,,AU,,$23.00,,Available,1405,
9725,US,1914-S,5›,Buffalo,,,,VF,,$55.00,,Available,1405,
9726,US,1914-S,5›,Buffalo,,,,XF,,$90.00,,Available,1405,
9727,US,1916-D,5›,Buffalo,,,,VF,,$34.00,,Available,1405,
13481,US,1853,1›,Braided Hair,,,,VF,,$35.00,,Available,2307,
9733,US,1916-S,5›,Buffalo,,,,VF,,$30.00,,Available,1405,
9738,US,1918,5›,Buffalo,,,,AU,,$44.00,,Available,1405,
9739,US,1918,5›,Buffalo,,,,AU-58,,$65.00,,Available,1405,
9740,US,1918,5›,Buffalo,,,,AU,,$44.00,,Available,1405,
9741,US,1919,5›,Buffalo,,,,AU,,$27.00,,Available,1405,
9743,US,1918,5›,Buffalo,,,,AU,,$44.00,,Available,1405,
9744,US,1917,5›,Buffalo,,,,AU,,$28.00,,Available,1405,
9745,US,1917,5›,Buffalo,,,,AU,,$28.00,,Available,1405,
9746,US,1916-S,5›,Buffalo,,,,VF,,$30.00,,Available,1405,
9747,US,1917,5›,Buffalo,,,,Unc,,$52.00,,Available,1405,
9748,US,1919,5›,Buffalo,,,,AU,,$27.00,,Available,1405,
9749,US,1914-S,5›,Buffalo,,,,VF,,$55.00,,Available,1405,
9750,US,1916-D,5›,Buffalo,,,,XF+,,$110.00,,Available,1405,
9756,US,1917-S,5›,Buffalo,,,,Fine,,$79.00,,Available,1405,
9785,US,1855 ARROWS,25›,Liberty Seated,,,,XF,,$71.00,,Available,1407,
9788,US,1940,25›,Washington,,,,MS-66,,$75.00,,Available,1407,
9796,US,1938--D,50›,Walking Liberty,,,,VF,,$110.00,,Available,1407,
9799,US,1917-S OBV,50›,Walking Liberty,,,,AG,,$20.00,,Available,1407,
9819,US,1916-S,1›,Lincoln,,,,XF,,$26.00,,Available,1407,
9825,US,1924-S,5›,Buffalo,,,,VG+,,$32.00,,Available,1407,
9839,US,1934-s,$1,PEACE,,,,Fine,,$52.00,,Available,1408,
9840,US,1934-S,$1,PEACE,,,,Fine,,$52.00,,Available,1408,
9842,US,1934-S,$1,PEACE,,,,VF CLEANED,,$60.00,,Available,1408,
11414,Tuvalu,2008,$1,Blue-Ringed Octopus,NGC,"10,000",40981968002621847006,PF68 Ultra Cameo,2621847-006,$100.00,,Available,1709,
11457,US,1848,10›,Liberty Seated,,,,\XF,,$77.00,,Available,1710,
10891,US,1909-O,50›,Barber,,,,VG,,$20.00,,Available,1701,
11354,US,1947,50›,Walking Liberty,,,,AU-58,FFR,$26.00,,Available,1709,
10892,US,1866,3›,3-Cent,,,,VF,,$20.00,,Available,1701,
10951,US,1939-D,50›,Oregon Trail,,,,AU,,$390.00,,Available,1701,
13482,US,1851,1›,Braided Hair,,,,XF,,$50.00,,Available,2307,
11323,US,1882-S,$1,Morgan Dollar,,,,MS-63 DMPL,,$350.00,,Available,1709,
10893,US,1866,3›,3-Cent,,,,VF,,$20.00,,Available,1701,
11326,US,1882-S,$1,Morgan Dollar,,,,MS-63,,$62.00,,Available,1709,
11882,US,1923,$1,PEACE,,,,MS-63,,$32.00,,Available,1810,
11887,US,1926-S,5›,Buffalo,,,,VG,,$36.00,,Available,1810,
11890,US,1919-S,10›,Mercury,,,,XF,,$40.00,,Available,1810,
11894,US,1925-S,5›,Buffalo,,,,VF,,$59.00,,Available,1810,
11897,US,1914-S,5›,Buffalo,,,,XF,,$80.00,,Available,1810,
10222,NEW FOUNDLAND,1919 C,10›,TEN Cents,,,,AU cleaned,,$70.00,,Available,1508,
9862,US,1943,50›,Walking Liberty,,,,MS-63,,$52.00,,Available,1409,
9874,US,1832,50›,Bust Half,,,,AG,,$30.00,,Available,1409,
10377,CANADA,1901,10›,Dime,,,,UNC whizzed,,$170.00,,Available,1510,
10378,CANADA,1903H,5›,Five Cents,,,,AU,,$170.00,,Available,1510,
10379,CANADA,1923,5›,Five Cents,,,,Unc,,$160.00,,Available,1510,
10380,CANADA,1909,10›,Dime,,,,UNC whizzed,,$100.00,,Available,1510,
10382,CANADA,1880H,5›,Five Cents,,,,XF rim damage,,$50.00,,Available,1510,
10383,CANADA,1890H,5›,Five Cents,,,,XF,,$43.00,,Available,1510,
10387,NEW FOUNDLAND,1894,10›,10›,,,,AU,,$300.00,,Available,1510,
10390,NEW FOUNDLAND,1946C,10›,TEN Cents,,,,Unc,,$95.00,,Available,1510,
10393,GERMAN EMPIRE,1875G,2 Pfenning,Pfenning,,,,XF,,$30.00,,Available,1510,
10395,NEW FOUNDLAND,1890,5›,Half Dime,,,,VF,,$65.00,,Available,1510,
10396,CANADA,1887,5›,Half Dime,,,,XF,,$135.00,,Available,1510,
10397,CANADA,1910,5›,Five Cents,,,,Unc,,$87.00,,Available,1510,
12025,Canada,1924,5›,Nickel,,,,AU,,$24.00,,Available,1904,
12026,Russia,1924,50 Kopeks,50 Kopeks,,,,XF,,$15.00,,Available,1904,
12027,Canada,1927,5›,5 Cents,,,,Unc,,$0.00,,Available,1904,
12030,Netherlands,1908,5›,,,,,XF,,$12.00,,Available,1904,
12031,New Foundland,1904,1›,Large Cent,,"100,000",,XF,9,$55.00,,Available,1904,
12032,Ireland,1949,6d,6 Pence,,"600,000",,Unc,13a,$65.00,,Available,1904,
12034,US,1904 H,1›,Large Cent,,,,Unc,11,$65.00,,Available,1904,
12042,Denmark,1857,16 S,16 Skilling,,,,VF,765,$15.00,,Available,1904,
9879,US,1909-S,1›,Lincoln Cent,,,,VF,,$140.00,,Available,1409,
9884,US,1859,1›,Indian Cent,,,,VF,,$42.00,,Available,1409,
9885,US,1883,50›,Hawaii Half Dollar,,,,VF Cleaned,,$150.00,,Available,1409,
11328,US,1949-S,50›,Franklin,,,,Unc,,$70.00,,Available,1709,
9948,US,1950-S,10›,Roosevelt,,,,Unc,,$20.00,,Available,1410,
9960,US,1916-S,1›,Lincoln,,,,XF,,$26.00,,Available,1410,
10248,CANADA,1955 no arnp,$1,ONE Dollar,,,,MS63 PL,,$75.00,,Available,1508,
9909,CANADA,1924,1›,One Cent,,,,,KM# 28,$20.00,,Available,1409,
9912,NewFoundland,1896,10›,Ten Cent,,,,VF,KM# 3,$25.00,,Available,1409,
9915,Russia,1735 Clipped Planchet,1/2›,1/2 Kopek,,,,XF,KM# 188,$40.00,,Available,1409,
9916,Canada,1891,1›,One Cent,,,,Fine,KM# 7,$75.00,,Available,1409,
9917,Great Britian,1816,1 Shilling,Shilling,,,,XF,666,$65.00,,Available,1409,
9918,CANADA,1908,5›,5 Cents,,,,XF+,,$50.00,,Available,1409,
9919,CANADA,1899,1›,Large Cent,,,,Unc,KM# 7,$35.00,,Available,1409,
9921,Austria,1854,,Franz-Joseph & Elizabth Wedding,,,,,KM# XM3,$300.00,,Available,1409,
9922,Turkey,1915,5 Para,5 Para,,,,XF+,KM# 759,$30.00,,Available,1409,
11043,Canada,1894,5›,Half Dime,NGC,,053683452750835058,XF45,NGC 2750835-058,$125.00,,Available,1702,
11045,Canada,1883H,5›,Half Dime,NGC,,053670402750835054,XF40,NGC 2750835-054,$215.00,,Available,1702,
11057,Canada,1902,25›,Quarter,NGC,,054041502750835029,AU 50,NGC 2750835-029,$375.00,,Available,1702,
11065,Canada,1917,25›,George V,NCS,,0540605073670004,AU Details-Whizzed,NCS 5073670-004,$40.00,,Available,1702,
11068,US,1866,3›,3-Cent,,,,VF,,$20.00,,Available,1703,
11069,US,1878,1›,Indian Cent,,,,Good,,$23.00,,Available,1703,
11080,US,1909 VDB,1›,Lincoln,,,,IMC,,$20.00,,Available,1703,
11081,US,1981-S   TY 2,$1,ANTHONY,,,,PROOF,,$90.00,,Available,1703,
11082,US,1838  REEDED,50›,Bust,,,,VF20,,$90.00,,Available,1703,
9923,Sweden,1844,1/6 Skilling,,,,,Unc,KM# 656,$25.00,,Available,1409,
9925,Great Britian,1910,6 P,6 Pence,,,,AU,KM# 799,$60.00,,Available,1409,
9932,Brazil,1863,500  Reis,,,,,Unc,KM# 464,$35.00,,Available,1409,
9933,Brazil,1852,1000 Reis,,,,,XF,KM#452,$20.00,,Available,1409,
9934,China,1906,10 Cash,Kwang-Tung,,,,XF,Y#B193,$80.00,,Available,1409,
9936,CANADA,1906,1›,Large cent,,,,Unc,KM# 8,$40.00,,Available,1409,
9938,CANADA,1923,1›,One Cent,,,,XF,KM# 28,$60.00,,Available,1409,
9939,CANADA,1908,1›,Large Cent,,,,Unc,KM# 8,$40.00,,Available,1409,
9940,CANADA,1922,1›,One Cent,,,,AU,KM# 28,$120.00,,Available,1409,
9941,Japan,1875 (Year Six),1/2 Sen,Dragon,,,,VF+,Y# 16.1,$20.00,,Available,1409,
12110,US,1914-D,10›,Barber,,,,XF,,$24.00,,Available,1906,
12111,US,1927-S,25›,STANDING Liberty,,,,VG,,$55.00,,Available,1907,
12123,US,1908,1›,Indian Cent,,,,AU,,$25.00,,Available,1907,
12124,US,1907,1›,Indian Cent,,,,AU,,$25.00,,Available,1907,
11970,US,1883,5›,Shield,,,,VF,CC,$31.00,,Available,1901,
11971,US,1882,5›,Shield,,,,XF,CC,$66.00,,Available,1901,
11972,US,1867,5›,Shield,,,,XF,CC,$0.00,,Available,1901,
11974,US,1866,5›,Shield Nickel,,,,Fine,CC,$49.00,,Available,1901,
11977,US,1840 No Drapery,10›,Liberty Seated,,,,Good,CC,$16.00,,Available,1901,
11978,US,1839-O,10›,Liberty Seated,,,,AG,CC,$20.00,,Available,1901,
